Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
SPY,420.18,Put,395,2023-07-21,51,3.16,3.17,3.18,3.18,1290,66233,"-26,682",20.37%,2023-05-30
IWM,175.5,Put,166,2023-07-21,51,2.4,2.41,2.42,2.47,557,31015,"-15,977",24.82%,2023-05-30
IWM,175.5,Put,165,2023-06-30,30,1.34,1.35,1.35,1.34,12114,102952,"-14,729",26.03%,2023-05-30
HYG,74.34,Put,72,2023-08-18,79,0.57,0.64,0.71,0.68,16052,71543,"-14,326",11.91%,2023-05-30
IWM,175.5,Put,165,2023-06-16,16,0.73,0.74,0.74,0.73,7267,193596,"-13,665",28.17%,2023-05-30
SPY,420.18,Put,360,2023-06-16,16,0.22,0.23,0.23,0.25,640,113388,"-11,155",36.49%,2023-05-30
IWM,175.5,Call,185,2023-06-16,16,0.41,0.42,0.43,0.42,5713,55177,"-9,385",20.23%,2023-05-30
SPY,420.18,Call,420,2023-05-31,0,1.51,1.52,1.53,1.51,120058,15858,"-8,994",16.05%,2023-05-30
SPY,420.18,Call,423,2023-05-31,0,0.39,0.4,0.4,0.4,70215,14439,"-8,473",15.58%,2023-05-30
HYG,74.34,Put,75,2023-08-18,79,1.62,1.82,2.02,1.79,8184,9207,"-6,836",10.80%,2023-05-30
IWM,175.5,Call,175,2023-06-16,16,3.6,3.62,3.64,3.63,9021,113412,"-6,518",22.12%,2023-05-30
QQQ,349.98,Put,320,2023-06-30,30,1.35,1.37,1.38,1.38,8804,21961,"-6,349",26.78%,2023-05-30
SPY,420.18,Call,416,2023-05-30,0,3.82,4.18,4.54,4.29,6208,7622,"-5,170",12.50%,2023-05-30
QQQ,349.98,Call,345,2023-06-16,16,10.17,10.23,10.28,10.27,2964,38813,"-5,143",24.45%,2023-05-30
IWM,175.5,Put,155,2023-06-30,30,0.48,0.49,0.5,0.47,1092,62547,"-5,037",30.92%,2023-05-30
GDX,30.2,Put,29,2023-06-16,16,0.42,0.43,0.43,0.42,1304,36680,"-4,732",36.81%,2023-05-30
QQQ,349.98,Call,350,2023-06-16,16,7.1,7.13,7.15,7.18,17751,87708,"-3,737",23.25%,2023-05-30
SMH,148.07,Call,147.5,2023-06-16,16,4.6,4.7,4.8,4.63,2321,3837,"-2,980",34.26%,2023-05-30
SPY,420.18,Call,440,2023-06-16,16,0.24,0.25,0.25,0.25,1196,58926,"-2,923",13.01%,2023-05-30
SPY,420.18,Put,365,2023-06-16,16,0.26,0.27,0.27,0.27,771,51318,"-2,831",34.70%,2023-05-30
XLF,32.1,Put,31,2023-06-16,16,0.18,0.21,0.23,0.21,5514,72358,"-2,775",23.52%,2023-05-30
SPY,420.18,Call,418,2023-06-02,2,4.02,4.06,4.09,4.06,4955,14515,"-2,698",22.51%,2023-05-30
QQQ,349.98,Put,280,2023-06-16,16,0.11,0.12,0.13,0.12,931,86223,"-2,617",47.13%,2023-05-30
HYG,74.34,Call,75,2023-06-16,16,0.12,0.14,0.15,0.13,24978,78998,"-2,553",5.99%,2023-05-30
SPY,420.18,Call,418,2023-06-16,16,7.18,7.27,7.36,7.23,550,15120,"-2,439",16.32%,2023-05-30
QQQ,349.98,Put,310,2023-06-16,16,0.35,0.36,0.37,0.37,3473,54911,"-2,432",33.53%,2023-05-30
GDX,30.2,Call,35,2024-01-19,234,1.87,1.89,1.9,1.87,896,27209,"-2,366",34.34%,2023-05-30
EWZ,29.12,Call,29,2023-06-16,16,0.59,0.61,0.63,0.63,1427,39519,"-2,240",24.92%,2023-05-30
QQQ,349.98,Put,323,2023-06-16,16,0.75,0.76,0.77,0.78,974,9102,"-2,234",28.35%,2023-05-30
IWM,175.5,Put,175,2023-06-16,16,3.1,3.11,3.11,3.13,4466,144106,"-2,210",23.66%,2023-05-30
TQQQ,35.47,Call,40,2023-06-16,16,0.46,0.48,0.5,0.47,3221,13041,"-2,131",61.52%,2023-05-30
SMH,148.07,Call,142.5,2023-06-09,9,6.8,7.03,7.25,7.86,2024,4017,"-2,025",38.08%,2023-05-30
IWM,175.5,Put,160,2023-06-16,16,0.36,0.37,0.38,0.39,4091,106608,"-1,822",31.22%,2023-05-30
QQQ,349.98,Call,400,2023-09-15,107,1.76,1.78,1.79,1.82,581,6208,"-1,754",17.63%,2023-05-30
TQQQ,35.47,Call,35,2023-06-09,9,1.68,1.72,1.76,1.68,1287,2561,"-1,726",64.03%,2023-05-30
XME,44.8,Put,46,2023-06-02,2,0.55,1.23,1.9,1.28,4004,4342,"-1,661",33.84%,2023-05-30
UUP,28.56,Call,27,2023-06-16,16,1.59,1.62,1.64,1.61,1340,8438,"-1,645",10.10%,2023-05-30
SPY,420.18,Put,370,2023-09-15,107,3.8,3.82,3.83,3.92,1210,47672,"-1,466",24.05%,2023-05-30
QQQ,349.98,Put,328,2023-06-02,2,0.09,0.1,0.1,0.1,984,7693,"-1,459",44.42%,2023-05-30
SPY,420.18,Call,415,2023-05-31,0,5.26,5.4,5.55,5.43,2673,3870,"-1,422",19.23%,2023-05-30
SPY,420.18,Call,419,2023-06-16,16,6.55,6.56,6.58,6.59,2978,8729,"-1,421",16.01%,2023-05-30
IWM,175.5,Put,170,2023-07-21,51,3.3,3.31,3.32,3.35,2567,85901,"-1,390",23.31%,2023-05-30
SPY,420.18,Call,420,2023-07-21,51,10.1,10.13,10.15,10.07,2870,33791,"-1,368",13.90%,2023-05-30
SPY,420.18,Put,404,2023-06-16,16,1.66,1.67,1.68,1.66,1643,22837,"-1,358",20.67%,2023-05-30
SPY,420.18,Call,427,2023-06-16,16,2.35,2.36,2.37,2.33,1982,11355,"-1,351",13.66%,2023-05-30
SPY,420.18,Call,415,2023-06-09,9,7.86,7.99,8.12,8.03,1488,12753,"-1,344",18.19%,2023-05-30
SPY,420.18,Call,417.5,2023-06-02,2,4.24,4.39,4.53,4.41,1807,3907,"-1,284",22.78%,2023-05-30
SPY,420.18,Call,425,2023-06-16,16,3.16,3.18,3.19,3.17,13459,56936,"-1,258",14.12%,2023-05-30
QQQ,349.98,Put,315,2023-06-16,16,0.46,0.46,0.47,0.49,4187,120215,"-1,163",31.30%,2023-05-30
