Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
AMC,5.19,Put,4,2023-06-16,50,0.45,0.46,0.47,0.45,16832,106314,"-15,477",139.90%,2023-04-26
AAPL,163.76,Put,165,2023-04-28,1,1.78,1.85,1.92,1.93,47278,15495,"-5,468",33.07%,2023-04-26
GM,32.22,Put,50,2024-01-19,267,17.65,17.8,17.95,17.6,8707,3628,"-5,013",38.29%,2023-04-26
PCT,6,Call,6,2023-05-19,22,0.7,0.75,0.8,0.75,1726,4845,"-4,534",126.83%,2023-04-26
M,16.25,Put,16.5,2023-04-28,1,0.39,0.41,0.42,0.43,643,1896,"-4,533",76.49%,2023-04-26
AMC,5.19,Put,3,2023-06-16,50,0.16,0.17,0.17,0.16,4111,169184,"-4,359",144.18%,2023-04-26
GOOGL,103.71,Call,105,2023-05-19,22,2.64,2.69,2.73,2.73,8195,35838,"-3,993",31.34%,2023-04-26
AFRM,9.84,Put,10,2023-05-19,22,1.29,1.3,1.31,1.29,720,29005,"-3,755",126.39%,2023-04-26
COTY,11.66,Put,11,2023-08-18,113,0.63,0.65,0.66,0.63,1206,3911,"-3,701",39.42%,2023-04-26
FRC,5.69,Put,7.5,2023-05-19,22,3.5,3.6,3.7,3.6,3087,18597,"-3,651",423.53%,2023-04-26
AMZN,104.98,Call,122,2023-04-28,1,0.13,0.15,0.16,0.14,3068,4968,"-3,633",160.44%,2023-04-26
AMZN,104.98,Call,119,2023-04-28,1,0.28,0.54,0.8,0.28,1665,3974,"-3,555",160.36%,2023-04-26
V,228.15,Put,220,2023-05-19,22,1.91,2.02,2.13,2.03,1018,3636,"-3,367",24.00%,2023-04-26
AMZN,104.98,Call,112,2023-04-28,1,1.15,1.2,1.25,1.2,4864,8080,"-3,145",163.13%,2023-04-26
AMC,5.19,Call,4.5,2023-04-28,1,0.68,0.69,0.7,0.69,4560,3763,"-3,108",168.25%,2023-04-26
MMM,102.92,Put,90,2023-05-19,22,0.26,0.28,0.29,0.28,787,1922,"-3,105",37.25%,2023-04-26
VSTO,23.76,Put,30,2023-06-16,50,6,6.8,7.6,6.45,12512,12582,"-3,000",52.57%,2023-04-26
NVDA,269.56,Put,265,2023-04-28,1,1.6,1.63,1.66,1.62,32643,6628,"-2,932",61.63%,2023-04-26
COOP,46.35,Call,50,2023-05-19,22,0.25,0.38,0.5,0.49,10033,10336,"-2,865",36.04%,2023-04-26
TSLA,153.75,Put,165,2023-04-28,1,11.25,11.43,11.6,11.29,9730,11637,"-2,783",68.45%,2023-04-26
